"gene_id"	"GO.ID"	"GO.names"
"WBGene00009922"	"WBGene00009922"	"GO:0000166, GO:0003676, GO:0003723, GO:0004004, GO:0004386, GO:0005524, GO:0005739, GO:0006396, GO:0016787"	"nucleotide binding, nucleic acid binding, RNA binding, ATP-dependent RNA helicase activity, helicase activity, ATP binding, mitochondrion, RNA processing, hydrolase activity"
"WBGene00009923"	"WBGene00009923"	"GO:0003676"	"nucleic acid binding"
"WBGene00009924"	"WBGene00009924"	"GO:0060290"	"transdifferentiation"
"WBGene00009925"	"WBGene00009925"	"GO:0004615, GO:0005737, GO:0005829, GO:0006013, GO:0006487, GO:0009298, GO:0016853, GO:0045047"	"phosphomannomutase activity, cytoplasm, cytosol, mannose metabolic process, protein N-linked glycosylation, GDP-mannose biosynthetic process, isomerase activity, protein targeting to ER"
"WBGene00009926"	"WBGene00009926"	"GO:0002064, GO:0016020, GO:0016021, GO:0018996, GO:0042335"	"epithelial cell development, membrane, integral component of membrane, molting cycle, collagen and cuticulin-based cuticle, cuticle development"
"WBGene00009929"	"WBGene00009929"	"GO:0005452, GO:0005887, GO:0006820, GO:0008509, GO:0016020, GO:0016021, GO:0016323, GO:0035445, GO:0035725, GO:0051453"	"inorganic anion exchanger activity, integral component of plasma membrane, anion transport, anion transmembrane transporter activity, membrane, integral component of membrane, basolateral plasma membrane, borate transmembrane transport, sodium ion transmembrane transport, regulation of intracellular pH"
"WBGene00009931"	"WBGene00009931"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00009935"	"WBGene00009935"	"GO:0005515"	"protein binding"
"WBGene00009937"	"WBGene00009937"	"GO:0003676, GO:0046872"	"nucleic acid binding, metal ion binding"
"WBGene00009939"	"WBGene00009939"	"GO:0002119, GO:0003700, GO:0005634, GO:0006355, GO:0008270"	"nematode larval development, DNA binding transcription factor activity, nucleus, regulation of transcription, DNA-templated, zinc ion binding"
"WBGene00009940"	"WBGene00009940"	"GO:0008289, GO:0015485"	"lipid binding, cholesterol binding"
"WBGene00009941"	"WBGene00009941"	"GO:0005856"	"cytoskeleton"
"WBGene00009944"	"WBGene00009944"	"GO:0002098, GO:0005739, GO:0008033, GO:0016491, GO:0030488, GO:0050660, GO:0055114, GO:0070899"	"tRNA wobble uridine modification, mitochondrion, tRNA processing, oxidoreductase activity, tRNA methylation, flavin adenine dinucleotide binding, oxidation-reduction process, mitochondrial tRNA wobble uridine modification"
"WBGene00009948"	"WBGene00009948"	"GO:0004721, GO:0006470, GO:0016787"	"phosphoprotein phosphatase activity, protein dephosphorylation, hydrolase activity"
"WBGene00009949"	"WBGene00009949"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00009950"	"WBGene00009950"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00009952"	"WBGene00009952"	"GO:0003824, GO:0003988, GO:0005739, GO:0006635, GO:0008152, GO:0016740, GO:0016746, GO:0016747"	"catalytic activity, acetyl-CoA C-acyltransferase activity, mitochondrion, fatty acid beta-oxidation, metabolic process, transferase activity, transferase activity, transferring acyl groups, transferase activity, transferring acyl groups other than amino-acyl groups"
"WBGene00009955"	"WBGene00009955"	"GO:0005886, GO:0016020, GO:0040024"	"plasma membrane, membrane, dauer larval development"
"WBGene00009956"	"WBGene00009956"	"GO:0005643, GO:0005654, GO:0005829, GO:0006607, GO:0008139, GO:0008565"	"nuclear pore, nucleoplasm, cytosol, NLS-bearing protein import into nucleus, nuclear localization sequence binding, protein transporter activity"
"WBGene00009958"	"WBGene00009958"	"GO:0004222, GO:0005102, GO:0005615, GO:0006508, GO:0008270, GO:0033563, GO:0050808"	"metalloendopeptidase activity, receptor binding, extracellular space, proteolysis, zinc ion binding, dorsal/ventral axon guidance, synapse organization"
"WBGene00009959"	"WBGene00009959"	"GO:0005856, GO:0016020, GO:0016021"	"cytoskeleton, membrane, integral component of membrane"
"WBGene00009960"	"WBGene00009960"	"GO:0004177, GO:0006508"	"aminopeptidase activity, proteolysis"
"WBGene00009961"	"WBGene00009961"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00009965"	"WBGene00009965"	"GO:0004930, GO:0007186, GO:0016020, GO:0016021"	"G-protein coupled receptor activity, G-protein coupled receptor signaling pathway, membrane, integral component of membrane"
"WBGene00009966"	"WBGene00009966"	"GO:0000350, GO:0000384, GO:0000389, GO:0000974, GO:0071012, GO:0071013, GO:0071014, GO:0071020"	"generation of catalytic spliceosome for second transesterification step, first spliceosomal transesterification activity, mRNA 3'-splice site recognition, Prp19 complex, catalytic step 1 spliceosome, catalytic step 2 spliceosome, post-mRNA release spliceosomal complex, post-spliceosomal complex"
"WBGene00009967"	"WBGene00009967"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00009968"	"WBGene00009968"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00009971"	"WBGene00009971"	"GO:0045087, GO:0045121, GO:0050829"	"innate immune response, membrane raft, defense response to Gram-negative bacterium"
"WBGene00009973"	"WBGene00009973"	"GO:0016491, GO:0045087, GO:0050829, GO:0055114"	"oxidoreductase activity, innate immune response, defense response to Gram-negative bacterium, oxidation-reduction process"
"WBGene00009976"	"WBGene00009976"	"GO:0005634, GO:0006970, GO:0009408"	"nucleus, response to osmotic stress, response to heat"
"WBGene00009977"	"WBGene00009977"	"GO:0005515, GO:0005634, GO:0005737, GO:0006970, GO:0009408, GO:0030274, GO:0030336, GO:0030516, GO:0043087, GO:0048365, GO:0060101"	"protein binding, nucleus, cytoplasm, response to osmotic stress, response to heat, LIM domain binding, negative regulation of cell migration, regulation of axon extension, regulation of GTPase activity, Rac GTPase binding, negative regulation of phagocytosis, engulfment"
"WBGene00009979"	"WBGene00009979"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00009980"	"WBGene00009980"	"GO:0016491, GO:0055114"	"oxidoreductase activity, oxidation-reduction process"
"WBGene00009981"	"WBGene00009981"	"GO:0016491, GO:0055114"	"oxidoreductase activity, oxidation-reduction process"
"WBGene00009983"	"WBGene00009983"	"GO:0005576, GO:0042302, GO:0060106"	"extracellular region, structural constituent of cuticle, cortical layer of collagen and cuticulin-based cuticle extracellular matrix"
"WBGene00009987"	"WBGene00009987"	"GO:0005737, GO:0005856, GO:0005874"	"cytoplasm, cytoskeleton, microtubule"
"WBGene00009992"	"WBGene00009992"	"GO:0003954, GO:0005739, GO:0005743, GO:0005747, GO:0006120, GO:0008137, GO:0016020, GO:0016491, GO:0045272, GO:0046872, GO:0051536, GO:0051537, GO:0055114, GO:0070469"	"NADH dehydrogenase activity, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I, mitochondrial electron transport, NADH to ubiquinone, NADH dehydrogenase (ubiquinone) activity, membrane, oxidoreductase activity, plasma membrane respiratory chain complex I, metal ion binding, iron-sulfur cluster binding, 2 iron, 2 sulfur cluster binding, oxidation-reduction process, respiratory chain"
"WBGene00009993"	"WBGene00009993"	"GO:0000470, GO:0003723, GO:0006412, GO:0022625, GO:0030686"	"maturation of LSU-rRNA, RNA binding, translation, cytosolic large ribosomal subunit, 90S preribosome"
"WBGene00009996"	"WBGene00009996"	"GO:0005634"	"nucleus"
"WBGene00009998"	"WBGene00009998"	"GO:0003676"	"nucleic acid binding"
"WBGene00009999"	"WBGene00009999"	"GO:0004930, GO:0007186, GO:0016020, GO:0016021"	"G-protein coupled receptor activity, G-protein coupled receptor signaling pathway, membrane, integral component of membrane"
"WBGene00010003"	"WBGene00010003"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010005"	"WBGene00010005"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010010"	"WBGene00010010"	"GO:0003677, GO:0003713, GO:0005634, GO:1903506"	"DNA binding, transcription coactivator activity, nucleus, regulation of nucleic acid-templated transcription"
"WBGene00010011"	"WBGene00010011"	"GO:0005524"	"ATP binding"
"WBGene00010012"	"WBGene00010012"	"GO:0000118, GO:0003677, GO:0003700, GO:0005634, GO:0005667, GO:0006351, GO:0006355, GO:0006357, GO:0008134, GO:0044212, GO:0046872"	"histone deacetylase complex, DNA binding, DNA binding transcription factor activity, nucleus, transcription factor complex, transcription, DNA-templated, regulation of transcription, DNA-templated, regulation of transcription from RNA polymerase II promoter, transcription factor binding, transcription regulatory region DNA binding, metal ion binding"
"WBGene00010013"	"WBGene00010013"	"GO:0005777"	"peroxisome"
"WBGene00010014"	"WBGene00010014"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010015"	"WBGene00010015"	"GO:0000166, GO:0005524, GO:0005739, GO:0005743, GO:0007005, GO:0016020, GO:0016021, GO:0042645"	"nucleotide binding, ATP binding, mitochondrion, mitochondrial inner membrane, mitochondrion organization, membrane, integral component of membrane, mitochondrial nucleoid"
"WBGene00010017"	"WBGene00010017"	"GO:0005634, GO:0006351, GO:0006355, GO:0043401"	"nucleus, transcription, DNA-templated, regulation of transcription, DNA-templated, steroid hormone mediated signaling pathway"
"WBGene00010019"	"WBGene00010019"	"GO:0010507, GO:0034198, GO:0045087, GO:0070513, GO:0097190"	"negative regulation of autophagy, cellular response to amino acid starvation, innate immune response, death domain binding, apoptotic signaling pathway"
"WBGene00010020"	"WBGene00010020"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010021"	"WBGene00010021"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010022"	"WBGene00010022"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010023"	"WBGene00010023"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010025"	"WBGene00010025"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010026"	"WBGene00010026"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010028"	"WBGene00010028"	"GO:0004842, GO:0051865"	"ubiquitin-protein transferase activity, protein autoubiquitination"
"WBGene00010031"	"WBGene00010031"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010034"	"WBGene00010034"	"GO:0045087, GO:0045121, GO:0050829"	"innate immune response, membrane raft, defense response to Gram-negative bacterium"
"WBGene00010035"	"WBGene00010035"	"GO:0003857, GO:0005739, GO:0005759, GO:0006629, GO:0006631, GO:0006635, GO:0016491, GO:0055114, GO:0070403"	"3-hydroxyacyl-CoA dehydrogenase activity, mitochondrion, mitochondrial matrix, lipid metabolic process, fatty acid metabolic process, fatty acid beta-oxidation, oxidoreductase activity, oxidation-reduction process, NAD+ binding"
"WBGene00010036"	"WBGene00010036"	"GO:0000070, GO:0000776, GO:0000786, GO:0000793, GO:0003674, GO:0003677, GO:0005634, GO:0005694, GO:0006334, GO:0019237, GO:0031492, GO:0046982, GO:0051382"	"mitotic sister chromatid segregation, kinetochore, nucleosome, condensed chromosome, molecular_function, DNA binding, nucleus, chromosome, nucleosome assembly, centromeric DNA binding, nucleosomal DNA binding, protein heterodimerization activity, kinetochore assembly"
"WBGene00010037"	"WBGene00010037"	"GO:0004721, GO:0004725, GO:0006470, GO:0008138, GO:0016311, GO:0016787, GO:0035335"	"phosphoprotein phosphatase activity, protein tyrosine phosphatase activity, protein dephosphorylation, protein tyrosine/serine/threonine phosphatase activity, dephosphorylation, hydrolase activity, peptidyl-tyrosine dephosphorylation"
"WBGene00010038"	"WBGene00010038"	"GO:0000166, GO:0003674, GO:0003924, GO:0005525, GO:0005575, GO:0005886, GO:0007165, GO:0016020, GO:0032008, GO:0046872"	"nucleotide binding, molecular_function, GTPase activity, GTP binding, cellular_component, plasma membrane, signal transduction, membrane, positive regulation of TOR signaling, metal ion binding"
"WBGene00010039"	"WBGene00010039"	"GO:0003674, GO:0005575, GO:0008150, GO:0016020, GO:0016021"	"molecular_function, cellular_component, biological_process, membrane, integral component of membrane"
"WBGene00010040"	"WBGene00010040"	"GO:0005739, GO:0019904, GO:0034315"	"mitochondrion, protein domain specific binding, regulation of Arp2/3 complex-mediated actin nucleation"
"WBGene00010042"	"WBGene00010042"	"GO:0000166, GO:0005524, GO:0005739, GO:0034551"	"nucleotide binding, ATP binding, mitochondrion, mitochondrial respiratory chain complex III assembly"
"WBGene00010043"	"WBGene00010043"	"GO:0010883, GO:0016020, GO:0016021, GO:0090087, GO:2000192"	"regulation of lipid storage, membrane, integral component of membrane, regulation of peptide transport, negative regulation of fatty acid transport"
"WBGene00010044"	"WBGene00010044"	"GO:0000447, GO:0005730, GO:0030686"	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), nucleolus, 90S preribosome"
"WBGene00010045"	"WBGene00010045"	"GO:0005515"	"protein binding"
"WBGene00010046"	"WBGene00010046"	"GO:0003723"	"RNA binding"
"WBGene00010047"	"WBGene00010047"	"GO:0007160, GO:0016020, GO:0016021"	"cell-matrix adhesion, membrane, integral component of membrane"
"WBGene00010050"	"WBGene00010050"	"GO:0045087"	"innate immune response"
"WBGene00010052"	"WBGene00010052"	"GO:0005739, GO:0005759, GO:0006568, GO:0008152, GO:0016491, GO:0016627, GO:0050660, GO:0055114"	"mitochondrion, mitochondrial matrix, tryptophan metabolic process, metabolic process, oxidoreductase activity, oxidoreductase activity, acting on the CH-CH group of donors, flavin adenine dinucleotide binding, oxidation-reduction process"
"WBGene00010053"	"WBGene00010053"	"GO:0005515"	"protein binding"
"WBGene00010054"	"WBGene00010054"	"GO:0001076, GO:0003677, GO:0003743, GO:0005634, GO:0005673, GO:0006351, GO:0006355, GO:0006357, GO:0006367, GO:0006413"	"transcription factor activity, RNA polymerase II transcription factor binding, DNA binding, translation initiation factor activity, nucleus, transcription factor TFIIE complex, transcription, DNA-templated, regulation of transcription, DNA-templated, regulation of transcription from RNA polymerase II promoter, transcription initiation from RNA polymerase II promoter, translational initiation"
"WBGene00010055"	"WBGene00010055"	"GO:0004458, GO:0005739, GO:0016491, GO:0016614, GO:0019516, GO:0022904, GO:0050660, GO:0051990, GO:0055114, GO:0071949"	"D-lactate dehydrogenase (cytochrome) activity, mitochondrion, oxidoreductase activity, oxidoreductase activity, acting on CH-OH group of donors, lactate oxidation, respiratory electron transport chain, flavin adenine dinucleotide binding, (R)-2-hydroxyglutarate dehydrogenase activity, oxidation-reduction process, FAD binding"
"WBGene00010056"	"WBGene00010056"	"GO:0000166, GO:0000794, GO:0005524, GO:0005634, GO:0005654, GO:0005694, GO:0006260, GO:0006281, GO:0006310, GO:0006974, GO:0051276, GO:0051321"	"nucleotide binding, condensed nuclear chromosome, ATP binding, nucleus, nucleoplasm, chromosome, DNA replication, DNA repair, DNA recombination, cellular response to DNA damage stimulus, chromosome organization, meiotic cell cycle"
"WBGene00010058"	"WBGene00010058"	"GO:0004930, GO:0007186, GO:0016020, GO:0016021"	"G-protein coupled receptor activity, G-protein coupled receptor signaling pathway, membrane, integral component of membrane"
"WBGene00010061"	"WBGene00010061"	"GO:0005524"	"ATP binding"
"WBGene00010062"	"WBGene00010062"	"GO:0005764, GO:0006629, GO:0016042, GO:0016787, GO:0016788"	"lysosome, lipid metabolic process, lipid catabolic process, hydrolase activity, hydrolase activity, acting on ester bonds"
"WBGene00010063"	"WBGene00010063"	"GO:0003824, GO:0004090, GO:0016491, GO:0055114"	"catalytic activity, carbonyl reductase (NADPH) activity, oxidoreductase activity, oxidation-reduction process"
"WBGene00010066"	"WBGene00010066"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010067"	"WBGene00010067"	"GO:0000077, GO:0000781, GO:0005634, GO:0006281, GO:0006348, GO:0008168, GO:0016569, GO:0016740, GO:0018024, GO:0031151, GO:0032259, GO:0034729, GO:0051726, GO:2000677"	"DNA damage checkpoint, chromosome, telomeric region, nucleus, DNA repair, chromatin silencing at telomere, methyltransferase activity, covalent chromatin modification, transferase activity, histone-lysine N-methyltransferase activity, histone methyltransferase activity (H3-K79 specific), methylation, histone H3-K79 methylation, regulation of cell cycle, regulation of transcription regulatory region DNA binding"
"WBGene00010070"	"WBGene00010070"	"GO:0004222, GO:0006508, GO:0016020, GO:0016021, GO:0045121"	"metalloendopeptidase activity, proteolysis, membrane, integral component of membrane, membrane raft"
"WBGene00010071"	"WBGene00010071"	"GO:0007606, GO:0016020, GO:0016021"	"sensory perception of chemical stimulus, membrane, integral component of membrane"
"WBGene00010072"	"WBGene00010072"	"GO:0004721, GO:0004725, GO:0006470, GO:0016020, GO:0016021, GO:0016787, GO:0035335"	"phosphoprotein phosphatase activity, protein tyrosine phosphatase activity, protein dephosphorylation, membrane, integral component of membrane, hydrolase activity, peptidyl-tyrosine dephosphorylation"
"WBGene00010073"	"WBGene00010073"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010075"	"WBGene00010075"	"GO:0005509"	"calcium ion binding"
"WBGene00010077"	"WBGene00010077"	"GO:0005509, GO:0005743, GO:0006810, GO:0016020, GO:0016021, GO:0055085"	"calcium ion binding, mitochondrial inner membrane, transport, membrane, integral component of membrane, transmembrane transport"
"WBGene00010080"	"WBGene00010080"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010083"	"WBGene00010083"	"GO:0003824, GO:0004854, GO:0004855, GO:0005506, GO:0005829, GO:0009055, GO:0009115, GO:0016491, GO:0016614, GO:0016903, GO:0022900, GO:0046872, GO:0050660, GO:0051536, GO:0051537, GO:0055114"	"catalytic activity, xanthine dehydrogenase activity, xanthine oxidase activity, iron ion binding, cytosol, electron transfer activity, xanthine catabolic process, oxidoreductase activity, oxidoreductase activity, acting on CH-OH group of donors, oxidoreductase activity, acting on the aldehyde or oxo group of donors, electron transport chain, metal ion binding, flavin adenine dinucleotide binding, iron-sulfur cluster binding, 2 iron, 2 sulfur cluster binding, oxidation-reduction process"
"WBGene00010088"	"WBGene00010088"	"GO:0016020, GO:0016021, GO:0030206, GO:0047756, GO:1902884"	"membrane, integral component of membrane, chondroitin sulfate biosynthetic process, chondroitin 4-sulfotransferase activity, positive regulation of response to oxidative stress"
"WBGene00010089"	"WBGene00010089"	"GO:0003723, GO:0006396, GO:0016740, GO:0016779"	"RNA binding, RNA processing, transferase activity, nucleotidyltransferase activity"
"WBGene00010093"	"WBGene00010093"	"GO:0000070, GO:0005515, GO:0005634"	"mitotic sister chromatid segregation, protein binding, nucleus"
"WBGene00010094"	"WBGene00010094"	"GO:0003746, GO:0005739, GO:0005759, GO:0006412, GO:0006414, GO:0070125"	"translation elongation factor activity, mitochondrion, mitochondrial matrix, translation, translational elongation, mitochondrial translational elongation"
"WBGene00010096"	"WBGene00010096"	"GO:0004672, GO:0005524, GO:0005737, GO:0006468, GO:0007165, GO:0016301, GO:0016310, GO:0035091"	"protein kinase activity, ATP binding, cytoplasm, protein phosphorylation, signal transduction, kinase activity, phosphorylation, phosphatidylinositol binding"
"WBGene00010097"	"WBGene00010097"	"GO:0003723, GO:0005047, GO:0005737, GO:0005783, GO:0005786, GO:0006614, GO:0008312, GO:0030529, GO:0045047"	"RNA binding, signal recognition particle binding, cytoplasm, endoplasmic reticulum, signal recognition particle, endoplasmic reticulum targeting, SRP-dependent cotranslational protein targeting to membrane, 7S RNA binding, intracellular ribonucleoprotein complex, protein targeting to ER"
"WBGene00010108"	"WBGene00010108"	"GO:0016020, GO:0016021, GO:0016740, GO:0016757"	"membrane, integral component of membrane, transferase activity, transferase activity, transferring glycosyl groups"
"WBGene00010109"	"WBGene00010109"	"GO:0005737, GO:0042325"	"cytoplasm, regulation of phosphorylation"
"WBGene00010110"	"WBGene00010110"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010114"	"WBGene00010114"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010115"	"WBGene00010115"	"GO:0016301, GO:0016310"	"kinase activity, phosphorylation"
"WBGene00010116"	"WBGene00010116"	"GO:0016787, GO:0052689"	"hydrolase activity, carboxylic ester hydrolase activity"
"WBGene00010117"	"WBGene00010117"	"GO:0005886, GO:0005890, GO:0006810, GO:0006811, GO:0006813, GO:0006814, GO:0016020, GO:0016021"	"plasma membrane, sodium:potassium-exchanging ATPase complex, transport, ion transport, potassium ion transport, sodium ion transport, membrane, integral component of membrane"
"WBGene00010120"	"WBGene00010120"	"GO:0000077, GO:0000781, GO:0005634, GO:0006281, GO:0006348, GO:0008168, GO:0016569, GO:0016740, GO:0018024, GO:0031151, GO:0032259, GO:0034729, GO:0051726, GO:2000677"	"DNA damage checkpoint, chromosome, telomeric region, nucleus, DNA repair, chromatin silencing at telomere, methyltransferase activity, covalent chromatin modification, transferase activity, histone-lysine N-methyltransferase activity, histone methyltransferase activity (H3-K79 specific), methylation, histone H3-K79 methylation, regulation of cell cycle, regulation of transcription regulatory region DNA binding"
"WBGene00010122"	"WBGene00010122"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010123"	"WBGene00010123"	"GO:0045087"	"innate immune response"
"WBGene00010124"	"WBGene00010124"	"GO:0003674, GO:0005575, GO:0050829"	"molecular_function, cellular_component, defense response to Gram-negative bacterium"
"WBGene00010125"	"WBGene00010125"	"GO:0045087, GO:0050829"	"innate immune response, defense response to Gram-negative bacterium"
"WBGene00010127"	"WBGene00010127"	"GO:0045087"	"innate immune response"
"WBGene00010128"	"WBGene00010128"	"GO:0045087"	"innate immune response"
"WBGene00010130"	"WBGene00010130"	"GO:0003674, GO:0005623, GO:0006810, GO:0006811, GO:0015992, GO:0033176, GO:0036442, GO:0051453, GO:0055085, GO:0099132"	"molecular_function, cell, transport, ion transport, proton transport, proton-transporting V-type ATPase complex, hydrogen-exporting ATPase activity, regulation of intracellular pH, transmembrane transport, ATP hydrolysis coupled cation transmembrane transport"
"WBGene00010131"	"WBGene00010131"	"GO:0005765, GO:0016020, GO:0016021, GO:0016491, GO:0031902, GO:0046872, GO:0055114"	"lysosomal membrane, membrane, integral component of membrane, oxidoreductase activity, late endosome membrane, metal ion binding, oxidation-reduction process"
"WBGene00010134"	"WBGene00010134"	"GO:0005509, GO:0016020, GO:0016021"	"calcium ion binding, membrane, integral component of membrane"
"WBGene00010136"	"WBGene00010136"	"GO:0004725, GO:0006470, GO:0035335"	"protein tyrosine phosphatase activity, protein dephosphorylation, peptidyl-tyrosine dephosphorylation"
"WBGene00010137"	"WBGene00010137"	"GO:0003677"	"DNA binding"
"WBGene00010138"	"WBGene00010138"	"GO:0016020, GO:0016021, GO:0046983"	"membrane, integral component of membrane, protein dimerization activity"
"WBGene00010139"	"WBGene00010139"	"GO:0005886, GO:0007165, GO:0016020, GO:0016021"	"plasma membrane, signal transduction, membrane, integral component of membrane"
"WBGene00010143"	"WBGene00010143"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010145"	"WBGene00010145"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010146"	"WBGene00010146"	"GO:0005344, GO:0006810, GO:0015671"	"oxygen carrier activity, transport, oxygen transport"
"WBGene00010148"	"WBGene00010148"	"GO:0003824, GO:0010181, GO:0016491, GO:0055114"	"catalytic activity, FMN binding, oxidoreductase activity, oxidation-reduction process"
"WBGene00010152"	"WBGene00010152"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010153"	"WBGene00010153"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010155"	"WBGene00010155"	"GO:0008270, GO:0046872"	"zinc ion binding, metal ion binding"
"WBGene00010157"	"WBGene00010157"	"GO:0016020, GO:0016021, GO:0016740, GO:0016746, GO:0016747, GO:0033692"	"membrane, integral component of membrane, transferase activity, transferase activity, transferring acyl groups, transferase activity, transferring acyl groups other than amino-acyl groups, cellular polysaccharide biosynthetic process"
"WBGene00010159"	"WBGene00010159"	"GO:0003676, GO:0008270"	"nucleic acid binding, zinc ion binding"
"WBGene00010160"	"WBGene00010160"	"GO:0000224, GO:0005634, GO:0005737, GO:0005783, GO:0005829, GO:0006515, GO:0006516, GO:0006517, GO:0015035, GO:0016787, GO:0030433, GO:0045454, GO:0046872, GO:0047134, GO:0048671, GO:0055114"	"peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity, nucleus, cytoplasm, endoplasmic reticulum, cytosol, protein quality control for misfolded or incompletely synthesized proteins, glycoprotein catabolic process, protein deglycosylation, protein disulfide oxidoreductase activity, hydrolase activity, ubiquitin-dependent ERAD pathway, cell redox homeostasis, metal ion binding, protein-disulfide reductase activity, negative regulation of collateral sprouting, oxidation-reduction process"
"WBGene00010162"	"WBGene00010162"	"GO:0006486, GO:0016020, GO:0016021, GO:0016263, GO:0016267, GO:0016740, GO:0016757, GO:0046872"	"protein glycosylation, membrane, integral component of membrane, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity, O-glycan processing, core 1, transferase activity, transferase activity, transferring glycosyl groups, metal ion binding"
"WBGene00010163"	"WBGene00010163"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010165"	"WBGene00010165"	"GO:0008146, GO:0016021, GO:0030206, GO:0047756, GO:1902884"	"sulfotransferase activity, integral component of membrane, chondroitin sulfate biosynthetic process, chondroitin 4-sulfotransferase activity, positive regulation of response to oxidative stress"
"WBGene00010166"	"WBGene00010166"	"GO:0008446, GO:0016829, GO:0019673, GO:0042350, GO:0042351"	"GDP-mannose 4,6-dehydratase activity, lyase activity, GDP-mannose metabolic process, GDP-L-fucose biosynthetic process, 'de novo' GDP-L-fucose biosynthetic process"
"WBGene00010167"	"WBGene00010167"	"GO:0016740"	"transferase activity"
"WBGene00010168"	"WBGene00010168"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010169"	"WBGene00010169"	"GO:0030246"	"carbohydrate binding"
"WBGene00010170"	"WBGene00010170"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010171"	"WBGene00010171"	"GO:0016020, GO:0016021, GO:0016740, GO:0016746, GO:0016747, GO:0033692"	"membrane, integral component of membrane, transferase activity, transferase activity, transferring acyl groups, transferase activity, transferring acyl groups other than amino-acyl groups, cellular polysaccharide biosynthetic process"
"WBGene00010172"	"WBGene00010172"	"GO:0016020, GO:0016021, GO:0016740, GO:0016746, GO:0016747, GO:0033692"	"membrane, integral component of membrane, transferase activity, transferase activity, transferring acyl groups, transferase activity, transferring acyl groups other than amino-acyl groups, cellular polysaccharide biosynthetic process"
"WBGene00010173"	"WBGene00010173"	"GO:0008146, GO:0016020, GO:0016021, GO:0030206, GO:0047756, GO:1902884"	"sulfotransferase activity, membrane, integral component of membrane, chondroitin sulfate biosynthetic process, chondroitin 4-sulfotransferase activity, positive regulation of response to oxidative stress"
"WBGene00010175"	"WBGene00010175"	"GO:0016020, GO:0016021"	"membrane, integral component of membrane"
"WBGene00010176"	"WBGene00010176"	"GO:0004674, GO:0005634, GO:0005737, GO:0008360, GO:0018105"	"protein serine/threonine kinase activity, nucleus, cytoplasm, regulation of cell shape, peptidyl-serine phosphorylation"
"WBGene00010178"	"WBGene00010178"	"GO:0005789, GO:0005793, GO:0006888, GO:0016020, GO:0016021, GO:0030134, GO:0030173"	"endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment, ER to Golgi vesicle-mediated transport, membrane, integral component of membrane, COPII-coated ER to Golgi transport vesicle, integral component of Golgi membrane"
"WBGene00010179"	"WBGene00010179"	"GO:0004930, GO:0007186, GO:0016020, GO:0016021"	"G-protein coupled receptor activity, G-protein coupled receptor signaling pathway, membrane, integral component of membrane"
