"gene_id"	"GO.ID"	"GO.names"
"FBgn0034091"	"FBgn0034091"	"GO:0005575, GO:0006457, GO:0051082"	"cellular_component, protein folding, unfolded protein binding"
"FBgn0034092"	"FBgn0034092"	"GO:0003796"	"lysozyme activity"
"FBgn0034094"	"FBgn0034094"	"GO:0005615"	"extracellular space"
"FBgn0034096"	"FBgn0034096"	"GO:0000977, GO:0001077, GO:0005634, GO:0006355, GO:0007275, GO:0042803"	"RNA polymerase II regulatory region sequence-specific DNA binding, transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding, nucleus, regulation of transcription, DNA-templated, multicellular organism development, protein homodimerization activity"
"FBgn0034097"	"FBgn0034097"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034098"	"FBgn0034098"	"GO:0007310, GO:0007319, GO:0030717, GO:0043186, GO:0046872, GO:0048471"	"oocyte dorsal/ventral axis specification, negative regulation of oskar mRNA translation, karyosome formation, P granule, metal ion binding, perinuclear region of cytoplasm"
"FBgn0034099"	"FBgn0034099"	"GO:0003677"	"DNA binding"
"FBgn0034103"	"FBgn0034103"	"GO:0050965"	"detection of temperature stimulus involved in sensory perception of pain"
"FBgn0034104"	"FBgn0034104"	"GO:0000164, GO:0003674, GO:0008150"	"protein phosphatase type 1 complex, molecular_function, biological_process"
"FBgn0034105"	"FBgn0034105"	"GO:0016616, GO:0022416, GO:0055114"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, chaeta development, oxidation-reduction process"
"FBgn0034109"	"FBgn0034109"	"GO:0000209, GO:0000398, GO:0000413, GO:0003755, GO:0004842, GO:0005634, GO:0006457, GO:0071013"	"protein polyubiquitination, mRNA splicing, via spliceosome, protein peptidyl-prolyl isomerization, peptidyl-prolyl cis-trans isomerase activity, ubiquitin-protein transferase activity, nucleus, protein folding, catalytic step 2 spliceosome"
"FBgn0034110"	"FBgn0034110"	"GO:0000045, GO:0000407, GO:0000422, GO:0003674, GO:0005737, GO:0005776, GO:0006914, GO:0009267, GO:0010508, GO:0016021, GO:0030054, GO:0034497, GO:0034599, GO:0034727, GO:0035096, GO:0044805, GO:0046330, GO:0061723"	"autophagosome assembly, pre-autophagosomal structure, autophagy of mitochondrion, molecular_function, cytoplasm, autophagosome, autophagy, cellular response to starvation, positive regulation of autophagy, integral component of membrane, cell junction, protein localization to pre-autophagosomal structure, cellular response to oxidative stress, piecemeal microautophagy of nucleus, larval midgut cell programmed cell death, late nucleophagy, positive regulation of JNK cascade, glycophagy"
"FBgn0034113"	"FBgn0034113"	"GO:0005654, GO:0030292, GO:0061099"	"nucleoplasm, protein tyrosine kinase inhibitor activity, negative regulation of protein tyrosine kinase activity"
"FBgn0034114"	"FBgn0034114"	"GO:0003676, GO:0005634, GO:0008270"	"nucleic acid binding, nucleus, zinc ion binding"
"FBgn0034117"	"FBgn0034117"	"GO:0004557, GO:0005737, GO:0005975, GO:0016139"	"alpha-galactosidase activity, cytoplasm, carbohydrate metabolic process, glycoside catabolic process"
"FBgn0034118"	"FBgn0034118"	"GO:0000785, GO:0005487, GO:0005543, GO:0005635, GO:0006405, GO:0006606, GO:0006909, GO:0017056, GO:0030717, GO:0031490, GO:0044613, GO:0071426, GO:0097240, GO:0097298"	"chromatin, nucleocytoplasmic transporter activity, phospholipid binding, nuclear envelope, RNA export from nucleus, protein import into nucleus, phagocytosis, structural constituent of nuclear pore, karyosome formation, chromatin DNA binding, nuclear pore central transport channel, ribonucleoprotein complex export from nucleus, chromosome attachment to the nuclear envelope, regulation of nucleus size"
"FBgn0034120"	"FBgn0034120"	"GO:0003676"	"nucleic acid binding"
"FBgn0034121"	"FBgn0034121"	"GO:0004555, GO:0005991"	"alpha,alpha-trehalase activity, trehalose metabolic process"
"FBgn0034126"	"FBgn0034126"	"GO:0050965"	"detection of temperature stimulus involved in sensory perception of pain"
"FBgn0034127"	"FBgn0034127"	"GO:0004471, GO:0004473, GO:0005739, GO:0006090, GO:0006108, GO:0051287, GO:0055114"	"malate dehydrogenase (decarboxylating) (NAD+) activity, malate dehydrogenase (decarboxylating) (NADP+) activity, mitochondrion, pyruvate metabolic process, malate metabolic process, NAD binding, oxidation-reduction process"
"FBgn0034131"	"FBgn0034131"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034132"	"FBgn0034132"	"GO:0004177, GO:0005737, GO:0006508, GO:0008235, GO:0030145"	"aminopeptidase activity, cytoplasm, proteolysis, metalloexopeptidase activity, manganese ion binding"
"FBgn0034135"	"FBgn0034135"	"GO:0001654, GO:0008092, GO:0008307, GO:0008582, GO:0016013, GO:0040011, GO:0042052"	"eye development, cytoskeletal protein binding, structural constituent of muscle, regulation of synaptic growth at neuromuscular junction, syntrophin complex, locomotion, rhabdomere development"
"FBgn0034136"	"FBgn0034136"	"GO:0005329, GO:0005330, GO:0005887, GO:0008344, GO:0015872, GO:0019811, GO:0030431, GO:0042745, GO:0043005, GO:0051583, GO:0099509, GO:1990834"	"dopamine transmembrane transporter activity, dopamine:sodium symporter activity, integral component of plasma membrane, adult locomotory behavior, dopamine transport, cocaine binding, sleep, circadian sleep/wake cycle, neuron projection, dopamine uptake involved in synaptic transmission, regulation of presynaptic cytosolic calcium ion concentration, response to odorant"
"FBgn0034137"	"FBgn0034137"	"GO:0004672, GO:0004674, GO:0005524, GO:0005575, GO:0006468, GO:0007498, GO:0018105, GO:0018107"	"protein kinase activity, protein serine/threonine kinase activity, ATP binding, cellular_component, protein phosphorylation, mesoderm development, peptidyl-serine phosphorylation, peptidyl-threonine phosphorylation"
"FBgn0034138"	"FBgn0034138"	"GO:0000028, GO:0000228, GO:0002181, GO:0003723, GO:0003735, GO:0005730, GO:0005737, GO:0006412, GO:0015935, GO:0022627"	"ribosomal small subunit assembly, nuclear chromosome, cytoplasmic translation, RNA binding, structural constituent of ribosome, nucleolus, cytoplasm, translation, small ribosomal subunit, cytosolic small ribosomal subunit"
"FBgn0034139"	"FBgn0034139"	"GO:0004252, GO:0006508"	"serine-type endopeptidase activity, proteolysis"
"FBgn0034140"	"FBgn0034140"	"GO:0009267, GO:0042593, GO:0050848, GO:0070328, GO:0071322, GO:0090278"	"cellular response to starvation, glucose homeostasis, regulation of calcium-mediated signaling, triglyceride homeostasis, cellular response to carbohydrate stimulus, negative regulation of peptide hormone secretion"
"FBgn0034141"	"FBgn0034141"	"GO:0004168, GO:0006486, GO:0030176, GO:0043048"	"dolichol kinase activity, protein glycosylation, integral component of endoplasmic reticulum membrane, dolichyl monophosphate biosynthetic process"
"FBgn0034142"	"FBgn0034142"	"GO:0005777, GO:0010025, GO:0012505, GO:0050062, GO:0080019"	"peroxisome, wax biosynthetic process, endomembrane system, long-chain-fatty-acyl-CoA reductase activity, fatty-acyl-CoA reductase (alcohol-forming) activity"
"FBgn0034143"	"FBgn0034143"	"GO:0005777, GO:0005779, GO:0010025, GO:0050062, GO:0080019"	"peroxisome, integral component of peroxisomal membrane, wax biosynthetic process, long-chain-fatty-acyl-CoA reductase activity, fatty-acyl-CoA reductase (alcohol-forming) activity"
"FBgn0034145"	"FBgn0034145"	"GO:0005777, GO:0005778, GO:0005779, GO:0008611, GO:0010025, GO:0050062, GO:0080019"	"peroxisome, peroxisomal membrane, integral component of peroxisomal membrane, ether lipid biosynthetic process, wax biosynthetic process, long-chain-fatty-acyl-CoA reductase activity, fatty-acyl-CoA reductase (alcohol-forming) activity"
"FBgn0034152"	"FBgn0034152"	"GO:0003674, GO:0005615, GO:0032504"	"molecular_function, extracellular space, multicellular organism reproduction"
"FBgn0034153"	"FBgn0034153"	"GO:0003674, GO:0005615, GO:0032504"	"molecular_function, extracellular space, multicellular organism reproduction"
"FBgn0034154"	"FBgn0034154"	"GO:0005615, GO:0032504"	"extracellular space, multicellular organism reproduction"
"FBgn0034156"	"FBgn0034156"	"GO:0016021, GO:0055085"	"integral component of membrane, transmembrane transport"
"FBgn0034157"	"FBgn0034157"	"GO:0005576, GO:0008010, GO:0008061, GO:0030023, GO:0031012, GO:0032992, GO:0040003, GO:0042302"	"extracellular region, structural constituent of chitin-based larval cuticle, chitin binding, extracellular matrix constituent conferring elasticity, extracellular matrix, protein-carbohydrate complex, chitin-based cuticle development, structural constituent of cuticle"
"FBgn0034158"	"FBgn0034158"	"GO:0005575, GO:0008321, GO:0032485"	"cellular_component, Ral guanyl-nucleotide exchange factor activity, regulation of Ral protein signal transduction"
"FBgn0034162"	"FBgn0034162"	"GO:0003796, GO:0005615, GO:0032504"	"lysozyme activity, extracellular space, multicellular organism reproduction"
"FBgn0034165"	"FBgn0034165"	"GO:0003796"	"lysozyme activity"
"FBgn0034166"	"FBgn0034166"	"GO:0005575, GO:0016042, GO:0016298, GO:0052689"	"cellular_component, lipid catabolic process, lipase activity, carboxylic ester hydrolase activity"
"FBgn0034168"	"FBgn0034168"	"GO:0004930, GO:0007186, GO:0016021"	"G-protein coupled receptor activity, G-protein coupled receptor signaling pathway, integral component of membrane"
"FBgn0034173"	"FBgn0034173"	"GO:0006006, GO:0016620, GO:0050661, GO:0051287, GO:0055114"	"glucose metabolic process, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor, NADP binding, NAD binding, oxidation-reduction process"
"FBgn0034175"	"FBgn0034175"	"GO:0004222, GO:0007283, GO:0030176, GO:0071586"	"metalloendopeptidase activity, spermatogenesis, integral component of endoplasmic reticulum membrane, CAAX-box protein processing"
"FBgn0034176"	"FBgn0034176"	"GO:0004222, GO:0030176, GO:0071586"	"metalloendopeptidase activity, integral component of endoplasmic reticulum membrane, CAAX-box protein processing"
"FBgn0034177"	"FBgn0034177"	"GO:0003676, GO:0004816, GO:0005524, GO:0005737, GO:0005739, GO:0006421"	"nucleic acid binding, asparagine-tRNA ligase activity, ATP binding, cytoplasm, mitochondrion, asparaginyl-tRNA aminoacylation"
"FBgn0034179"	"FBgn0034179"	"GO:0016311, GO:0046030, GO:0046856"	"dephosphorylation, inositol trisphosphate phosphatase activity, phosphatidylinositol dephosphorylation"
"FBgn0034180"	"FBgn0034180"	"GO:0003779, GO:0005938, GO:0031941, GO:0045035, GO:0045747, GO:0061864, GO:0110010, GO:0110011"	"actin binding, cell cortex, filamentous actin, sensory organ precursor cell division, positive regulation of Notch signaling pathway, basement membrane constituent secretion, basolateral protein secretion, regulation of basement membrane organization"
"FBgn0034181"	"FBgn0034181"	"GO:0001964, GO:0002121, GO:0003723, GO:0031987, GO:0042048, GO:0048854"	"startle response, inter-male aggressive behavior, RNA binding, locomotion involved in locomotory behavior, olfactory behavior, brain morphogenesis"
"FBgn0034182"	"FBgn0034182"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034183"	"FBgn0034183"	"GO:0010629, GO:0042826"	"negative regulation of gene expression, histone deacetylase binding"
"FBgn0034186"	"FBgn0034186"	"GO:0000127, GO:0000995, GO:0006383"	"transcription factor TFIIIC complex, transcription factor activity, core RNA polymerase III binding, transcription from RNA polymerase III promoter"
"FBgn0034191"	"FBgn0034191"	"GO:0003824, GO:0008152"	"catalytic activity, metabolic process"
"FBgn0034194"	"FBgn0034194"	"GO:0005089, GO:0005575, GO:0034976, GO:0035025"	"Rho guanyl-nucleotide exchange factor activity, cellular_component, response to endoplasmic reticulum stress, positive regulation of Rho protein signal transduction"
"FBgn0034195"	"FBgn0034195"	"GO:0004867, GO:0005615, GO:0032504"	"serine-type endopeptidase inhibitor activity, extracellular space, multicellular organism reproduction"
"FBgn0034196"	"FBgn0034196"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034197"	"FBgn0034197"	"GO:0005975, GO:0016810"	"carbohydrate metabolic process, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
"FBgn0034199"	"FBgn0034199"	"GO:0002775, GO:0005125, GO:0005615, GO:0009611, GO:0034112, GO:0040018, GO:0043647, GO:0045926, GO:0051482, GO:0061057, GO:0071230, GO:0090277"	"antimicrobial peptide production, cytokine activity, extracellular space, response to wounding, positive regulation of homotypic cell-cell adhesion, positive regulation of multicellular organism growth, inositol phosphate metabolic process, negative regulation of growth, positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway, peptidoglycan recognition protein signaling pathway, cellular response to amino acid stimulus, positive regulation of peptide hormone secretion"
"FBgn0034200"	"FBgn0034200"	"GO:0005125, GO:0005576, GO:0007165, GO:0008080"	"cytokine activity, extracellular region, signal transduction, N-acetyltransferase activity"
"FBgn0034202"	"FBgn0034202"	"GO:0005783, GO:0018345, GO:0019706"	"endoplasmic reticulum, protein palmitoylation, protein-cysteine S-palmitoyltransferase activity"
"FBgn0034205"	"FBgn0034205"	"GO:0005737, GO:0006606, GO:0008139, GO:0008565, GO:0031965"	"cytoplasm, protein import into nucleus, nuclear localization sequence binding, protein transporter activity, nuclear membrane"
"FBgn0034206"	"FBgn0034206"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034214"	"FBgn0034214"	"GO:0005783, GO:0006400, GO:0012505, GO:0035598, GO:0051539"	"endoplasmic reticulum, tRNA modification, endomembrane system, N6-threonylcarbomyladenosine methylthiotransferase activity, 4 iron, 4 sulfur cluster binding"
"FBgn0034215"	"FBgn0034215"	"GO:0005575, GO:0009116, GO:0017061"	"cellular_component, nucleoside metabolic process, S-methyl-5-thioadenosine phosphorylase activity"
"FBgn0034217"	"FBgn0034217"	"GO:0000070, GO:0000723, GO:0000775, GO:0000792, GO:0003677, GO:0005515, GO:0010369, GO:0010528, GO:0010529, GO:0035012, GO:0070868"	"mitotic sister chromatid segregation, telomere maintenance, chromosome, centromeric region, heterochromatin, DNA binding, protein binding, chromocenter, regulation of transposition, negative regulation of transposition, polytene chromosome, telomeric region, heterochromatin organization involved in chromatin silencing"
"FBgn0034218"	"FBgn0034218"	"GO:0003674, GO:0005634, GO:0005737, GO:0043161"	"molecular_function, nucleus, cytoplasm, proteasome-mediated ubiquitin-dependent protein catabolic process"
"FBgn0034219"	"FBgn0034219"	"GO:0004930, GO:0007166, GO:0007186, GO:0008340, GO:0016021, GO:0042594"	"G-protein coupled receptor activity, cell surface receptor signaling pathway, G-protein coupled receptor signaling pathway, determination of adult lifespan, integral component of membrane, response to starvation"
"FBgn0034221"	"FBgn0034221"	"GO:0004252, GO:0006508, GO:0035207"	"serine-type endopeptidase activity, proteolysis, negative regulation of hemocyte proliferation"
"FBgn0034223"	"FBgn0034223"	"GO:0005737, GO:0008270, GO:0015629"	"cytoplasm, zinc ion binding, actin cytoskeleton"
"FBgn0034224"	"FBgn0034224"	"GO:0003674, GO:0005634, GO:0045746"	"molecular_function, nucleus, negative regulation of Notch signaling pathway"
"FBgn0034225"	"FBgn0034225"	"GO:0000166, GO:0008253, GO:0009166, GO:0046872"	"nucleotide binding, 5'-nucleotidase activity, nucleotide catabolic process, metal ion binding"
"FBgn0034229"	"FBgn0034229"	"GO:0004197, GO:0005576, GO:0005615, GO:0005764, GO:0006508, GO:0008234, GO:0032504, GO:0051603"	"cysteine-type endopeptidase activity, extracellular region, extracellular space, lysosome, proteolysis, cysteine-type peptidase activity, multicellular organism reproduction, proteolysis involved in cellular protein catabolic process"
"FBgn0034230"	"FBgn0034230"	"GO:0005088, GO:0005575, GO:0016319, GO:0046579"	"Ras guanyl-nucleotide exchange factor activity, cellular_component, mushroom body development, positive regulation of Ras protein signal transduction"
"FBgn0034231"	"FBgn0034231"	"GO:0000278, GO:0005680, GO:0007113, GO:0031145, GO:0061630, GO:0070979, GO:2000736"	"mitotic cell cycle, anaphase-promoting complex, endomitotic cell cycle, anaphase-promoting complex-dependent catabolic process, ubiquitin protein ligase activity, protein K11-linked ubiquitination, regulation of stem cell differentiation"
"FBgn0034232"	"FBgn0034232"	"GO:0006364, GO:0009267, GO:0019843, GO:0030515, GO:0032040, GO:0034457"	"rRNA processing, cellular response to starvation, rRNA binding, snoRNA binding, small-subunit processome, Mpp10 complex"
"FBgn0034237"	"FBgn0034237"	"GO:0003729, GO:0003743, GO:0005515, GO:0005829, GO:0005852, GO:0006413, GO:0006446, GO:0030707, GO:0031369"	"mRNA binding, translation initiation factor activity, protein binding, cytosol, eukaryotic translation initiation factor 3 complex, translational initiation, regulation of translational initiation, ovarian follicle cell development, translation initiation factor binding"
"FBgn0034240"	"FBgn0034240"	"GO:0003676, GO:0005634, GO:0010468, GO:0030706, GO:0044255, GO:0046580, GO:0071456, GO:2001020"	"nucleic acid binding, nucleus, regulation of gene expression, germarium-derived oocyte differentiation, cellular lipid metabolic process, negative regulation of Ras protein signal transduction, cellular response to hypoxia, regulation of response to DNA damage stimulus"
"FBgn0034243"	"FBgn0034243"	"GO:0001745, GO:0003924, GO:0005525, GO:0005654, GO:0005730, GO:0006909, GO:0040018"	"compound eye morphogenesis, GTPase activity, GTP binding, nucleoplasm, nucleolus, phagocytosis, positive regulation of multicellular organism growth"
"FBgn0034245"	"FBgn0034245"	"GO:0005743, GO:0005750, GO:0006122, GO:0008121, GO:0009055"	"mitochondrial inner membrane, mitochondrial respiratory chain complex III, mitochondrial electron transport, ubiquinol to cytochrome c, ubiquinol-cytochrome-c reductase activity, electron carrier activity"
"FBgn0034246"	"FBgn0034246"	"GO:0002230, GO:0003725, GO:0004386, GO:0004525, GO:0005515, GO:0005524, GO:0005634, GO:0005737, GO:0006342, GO:0006379, GO:0007626, GO:0009047, GO:0009597, GO:0016246, GO:0016442, GO:0016887, GO:0030422, GO:0030423, GO:0031054, GO:0033227, GO:0035087, GO:0035197, GO:0051607, GO:0070868, GO:0098586"	"positive regulation of defense response to virus by host, double-stranded RNA binding, helicase activity, ribonuclease III activity, protein binding, ATP binding, nucleus, cytoplasm, chromatin silencing, mRNA cleavage, locomotory behavior, dosage compensation by hyperactivation of X chromosome, detection of virus, RNA interference, RISC complex, ATPase activity, production of siRNA involved in RNA interference, targeting of mRNA for destruction involved in RNA interference, pre-miRNA processing, dsRNA transport, siRNA loading onto RISC involved in RNA interference, siRNA binding, defense response to virus, heterochromatin organization involved in chromatin silencing, cellular response to virus"
"FBgn0034247"	"FBgn0034247"	"GO:0005351, GO:0005355, GO:0016021, GO:0035428, GO:0046323"	"sugar:proton symporter activity, glucose transmembrane transporter activity, integral component of membrane, hexose transmembrane transport, glucose import"
"FBgn0034248"	"FBgn0034248"	"GO:0031305, GO:0033617, GO:0051082"	"integral component of mitochondrial inner membrane, mitochondrial respiratory chain complex IV assembly, unfolded protein binding"
"FBgn0034249"	"FBgn0034249"	"GO:0005096, GO:0005575, GO:0007264, GO:0007480"	"GTPase activator activity, cellular_component, small GTPase mediated signal transduction, imaginal disc-derived leg morphogenesis"
"FBgn0034251"	"FBgn0034251"	"GO:0006120, GO:0008137, GO:0010181, GO:0051287, GO:0051539"	"mitochondrial electron transport, NADH to ubiquinone, NADH dehydrogenase (ubiquinone) activity, FMN binding, NAD binding, 4 iron, 4 sulfur cluster binding"
"FBgn0034253"	"FBgn0034253"	"GO:0019233"	"sensory perception of pain"
"FBgn0034255"	"FBgn0034255"	"GO:0000785, GO:0003682, GO:0051276"	"chromatin, chromatin binding, chromosome organization"
"FBgn0034258"	"FBgn0034258"	"GO:0003743, GO:0005739, GO:0005829, GO:0005852, GO:0006413, GO:0031369"	"translation initiation factor activity, mitochondrion, cytosol, eukaryotic translation initiation factor 3 complex, translational initiation, translation initiation factor binding"
"FBgn0034259"	"FBgn0034259"	"GO:0005634, GO:0005739, GO:0005759, GO:0006334, GO:0006338, GO:0007274, GO:0035041, GO:0035042, GO:0042393, GO:0050848"	"nucleus, mitochondrion, mitochondrial matrix, nucleosome assembly, chromatin remodeling, neuromuscular synaptic transmission, sperm chromatin decondensation, fertilization, exchange of chromosomal proteins, histone binding, regulation of calcium-mediated signaling"
"FBgn0034261"	"FBgn0034261"	"GO:0003674, GO:0005765, GO:0031085, GO:0031902, GO:0035280, GO:0060967, GO:0070923"	"molecular_function, lysosomal membrane, BLOC-3 complex, late endosome membrane, miRNA loading onto RISC involved in gene silencing by miRNA, negative regulation of gene silencing by RNA, siRNA loading onto RISC involved in chromatin silencing by small RNA"
"FBgn0034262"	"FBgn0034262"	"GO:0035073, GO:0035075, GO:0035556"	"pupariation, response to ecdysone, intracellular signal transduction"
"FBgn0034264"	"FBgn0034264"	"GO:0005515, GO:0005737, GO:0045179"	"protein binding, cytoplasm, apical cortex"
"FBgn0034265"	"FBgn0034265"	"GO:0001881, GO:0005515, GO:0005769, GO:0005771, GO:0006622, GO:0008333, GO:0030111, GO:0030510, GO:0031313, GO:0031594, GO:0035091, GO:0045022, GO:0045887"	"receptor recycling, protein binding, early endosome, multivesicular body, protein targeting to lysosome, endosome to lysosome transport, regulation of Wnt signaling pathway, regulation of BMP signaling pathway, extrinsic component of endosome membrane, neuromuscular junction, phosphatidylinositol binding, early endosome to late endosome transport, positive regulation of synaptic growth at neuromuscular junction"
"FBgn0034266"	"FBgn0034266"	"GO:0003674, GO:0005737"	"molecular_function, cytoplasm"
"FBgn0034267"	"FBgn0034267"	"GO:0016021"	"integral component of membrane"
"FBgn0034269"	"FBgn0034269"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034270"	"FBgn0034270"	"GO:0000506, GO:0006506, GO:0017176, GO:0030176"	"glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex, GPI anchor biosynthetic process, phosphatidylinositol N-acetylglucosaminyltransferase activity, integral component of endoplasmic reticulum membrane"
"FBgn0034271"	"FBgn0034271"	"GO:0000938, GO:0003674, GO:0005768, GO:0032456"	"GARP complex, molecular_function, endosome, endocytic recycling"
"FBgn0034272"	"FBgn0034272"	"GO:0009593, GO:0015276, GO:0016021"	"detection of chemical stimulus, ligand-gated ion channel activity, integral component of membrane"
"FBgn0034274"	"FBgn0034274"	"GO:0000123, GO:0035097, GO:0042800, GO:0043966, GO:0051568"	"histone acetyltransferase complex, histone methyltransferase complex, histone methyltransferase activity (H3-K4 specific), histone H3 acetylation, histone H3-K4 methylation"
"FBgn0034275"	"FBgn0034275"	"GO:0005254, GO:0005887, GO:0008271, GO:0008272, GO:0015106, GO:0015116, GO:0015301, GO:0015701, GO:0019531, GO:0042391, GO:0051453, GO:1902476"	"chloride channel activity, integral component of plasma membrane, secondary active sulfate transmembrane transporter activity, sulfate transport, bicarbonate transmembrane transporter activity, sulfate transmembrane transporter activity, anion:anion antiporter activity, bicarbonate transport, oxalate transmembrane transporter activity, regulation of membrane potential, regulation of intracellular pH, chloride transmembrane transport"
"FBgn0034276"	"FBgn0034276"	"GO:0005759, GO:0008480, GO:0033353, GO:0055114, GO:1901053"	"mitochondrial matrix, sarcosine dehydrogenase activity, S-adenosylmethionine cycle, oxidation-reduction process, sarcosine catabolic process"
"FBgn0034277"	"FBgn0034277"	"GO:0004579, GO:0006487, GO:0008250, GO:0012505, GO:0016021, GO:0035010"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity, protein N-linked glycosylation, oligosaccharyltransferase complex, endomembrane system, integral component of membrane, encapsulation of foreign target"
"FBgn0034278"	"FBgn0034278"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034279"	"FBgn0034279"	"GO:0016021"	"integral component of membrane"
"FBgn0034282"	"FBgn0034282"	"GO:0005634, GO:0005654, GO:0005737, GO:0005783, GO:0005875, GO:0006913, GO:0007017, GO:0008017, GO:0048471"	"nucleus, nucleoplasm, cytoplasm, endoplasmic reticulum, microtubule associated complex, nucleocytoplasmic transport, microtubule-based process, microtubule binding, perinuclear region of cytoplasm"
"FBgn0034283"	"FBgn0034283"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034286"	"FBgn0034286"	"GO:0003674, GO:0005887, GO:0007606, GO:0050808"	"molecular_function, integral component of plasma membrane, sensory perception of chemical stimulus, synapse organization"
"FBgn0034293"	"FBgn0034293"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034294"	"FBgn0034294"	"GO:0005201, GO:0008150, GO:0031012"	"extracellular matrix structural constituent, biological_process, extracellular matrix"
"FBgn0034295"	"FBgn0034295"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034296"	"FBgn0034296"	"GO:0009631"	"cold acclimation"
"FBgn0034299"	"FBgn0034299"	"GO:0004798, GO:0005524, GO:0005634, GO:0005737, GO:0006227, GO:0006233, GO:0006235, GO:0009041"	"thymidylate kinase activity, ATP binding, nucleus, cytoplasm, dUDP biosynthetic process, dTDP biosynthetic process, dTTP biosynthetic process, uridylate kinase activity"
"FBgn0034300"	"FBgn0034300"	"GO:0044212"	"transcription regulatory region DNA binding"
"FBgn0034301"	"FBgn0034301"	"GO:0005576, GO:0006030, GO:0008061"	"extracellular region, chitin metabolic process, chitin binding"
"FBgn0034304"	"FBgn0034304"	"GO:0005102, GO:0005783, GO:0006621, GO:0010869"	"receptor binding, endoplasmic reticulum, protein retention in ER lumen, regulation of receptor biosynthetic process"
"FBgn0034307"	"FBgn0034307"	"GO:0005525"	"GTP binding"
"FBgn0034308"	"FBgn0034308"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034310"	"FBgn0034310"	"GO:0006406, GO:0006607, GO:0007184, GO:0017056, GO:0031080, GO:0045893, GO:2000331"	"mRNA export from nucleus, NLS-bearing protein import into nucleus, SMAD protein import into nucleus, structural constituent of nuclear pore, nuclear pore outer ring, positive regulation of transcription, DNA-templated, regulation of terminal button organization"
"FBgn0034312"	"FBgn0034312"	"GO:0004842, GO:0005575, GO:0008270, GO:0008340, GO:0016567, GO:0035556"	"ubiquitin-protein transferase activity, cellular_component, zinc ion binding, determination of adult lifespan, protein ubiquitination, intracellular signal transduction"
"FBgn0034314"	"FBgn0034314"	"GO:0004842, GO:0005634, GO:0008219, GO:0008270, GO:0016567, GO:0031624, GO:0045977, GO:0070182"	"ubiquitin-protein transferase activity, nucleus, cell death, zinc ion binding, protein ubiquitination, ubiquitin conjugating enzyme binding, positive regulation of mitotic cell cycle, embryonic, DNA polymerase binding"
"FBgn0034315"	"FBgn0034315"	"GO:0002244, GO:0003674"	"hematopoietic progenitor cell differentiation, molecular_function"
"FBgn0034317"	"FBgn0034317"	"GO:0005575, GO:0008150, GO:0030246"	"cellular_component, biological_process, carbohydrate binding"
"FBgn0034318"	"FBgn0034318"	"GO:0030246"	"carbohydrate binding"
"FBgn0034322"	"FBgn0034322"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034324"	"FBgn0034324"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034325"	"FBgn0034325"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034326"	"FBgn0034326"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034327"	"FBgn0034327"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0034328"	"FBgn0034328"	"GO:0003674, GO:0005576, GO:0008063, GO:0009617, GO:0019731, GO:0050830"	"molecular_function, extracellular region, Toll signaling pathway, response to bacterium, antibacterial humoral response, defense response to Gram-positive bacterium"
"FBgn0034329"	"FBgn0034329"	"GO:0005576, GO:0006952, GO:0009617"	"extracellular region, defense response, response to bacterium"
