"gene_id"	"GO.ID"	"GO.names"
"FBgn0031874"	"FBgn0031874"	"GO:0003677, GO:0046983"	"DNA binding, protein dimerization activity"
"FBgn0031875"	"FBgn0031875"	"GO:0000790, GO:0003682, GO:0006261"	"nuclear chromatin, chromatin binding, DNA-dependent DNA replication"
"FBgn0031876"	"FBgn0031876"	"GO:0003677, GO:0005671, GO:0006338, GO:0016573, GO:0043966, GO:0043967"	"DNA binding, Ada2/Gcn5/Ada3 transcription activator complex, chromatin remodeling, histone acetylation, histone H3 acetylation, histone H4 acetylation"
"FBgn0031877"	"FBgn0031877"	"GO:0004419, GO:0005759, GO:0005777, GO:0005829, GO:0006551, GO:0006552, GO:0006629, GO:0046951"	"hydroxymethylglutaryl-CoA lyase activity, mitochondrial matrix, peroxisome, cytosol, leucine metabolic process, leucine catabolic process, lipid metabolic process, ketone body biosynthetic process"
"FBgn0031878"	"FBgn0031878"	"GO:0000281, GO:0005515, GO:0005874, GO:0030496, GO:0034613, GO:0035371, GO:1990023"	"mitotic cytokinesis, protein binding, microtubule, midbody, cellular protein localization, microtubule plus-end, mitotic spindle midzone"
"FBgn0031879"	"FBgn0031879"	"GO:0005112, GO:0005509, GO:0016324, GO:0016360, GO:0031901, GO:0035152, GO:0045167, GO:0045746, GO:0046716"	"Notch binding, calcium ion binding, apical plasma membrane, sensory organ precursor cell fate determination, early endosome membrane, regulation of tube architecture, open tracheal system, asymmetric protein localization involved in cell fate determination, negative regulation of Notch signaling pathway, muscle cell cellular homeostasis"
"FBgn0031881"	"FBgn0031881"	"GO:0005476, GO:0005743, GO:0006839, GO:0006844, GO:0010961, GO:0015095, GO:0015879, GO:1903830, GO:1990616"	"carnitine:acyl carnitine antiporter activity, mitochondrial inner membrane, mitochondrial transport, acyl carnitine transport, cellular magnesium ion homeostasis, magnesium ion transmembrane transporter activity, carnitine transport, magnesium ion transmembrane transport, magnesium ion export from mitochondrion"
"FBgn0031882"	"FBgn0031882"	"GO:0003924, GO:0005515, GO:0005525, GO:0005768, GO:0005794, GO:0005802, GO:0006886, GO:0007390, GO:0007391, GO:0008258, GO:0012505, GO:0016192, GO:0031410, GO:0031982, GO:0032482, GO:0045202, GO:0046529"	"GTPase activity, protein binding, GTP binding, endosome, Golgi apparatus, trans-Golgi network, intracellular protein transport, germ-band shortening, dorsal closure, head involution, endomembrane system, vesicle-mediated transport, cytoplasmic vesicle, vesicle, Rab protein signal transduction, synapse, imaginal disc fusion, thorax closure"
"FBgn0031883"	"FBgn0031883"	"GO:0000381, GO:0000398, GO:0003723, GO:0003729, GO:0005634, GO:0005654, GO:0071011, GO:0071013"	"regulation of alternative mRNA splicing, via spliceosome, mRNA splicing, via spliceosome, RNA binding, mRNA binding, nucleus, nucleoplasm, precatalytic spliceosome, catalytic step 2 spliceosome"
"FBgn0031885"	"FBgn0031885"	"GO:0000403, GO:0000785, GO:0001666, GO:0003682, GO:0003690, GO:0005634, GO:0006289, GO:0006357, GO:0006974, GO:0006979, GO:0008285, GO:0008340, GO:0009408, GO:0009651, GO:0010212, GO:0018024, GO:0031571, GO:0035097, GO:0036297, GO:0044212, GO:0044665, GO:0045786, GO:0046329, GO:0046330, GO:0046529, GO:0048728, GO:0051568"	"Y-form DNA binding, chromatin, response to hypoxia, chromatin binding, double-stranded DNA binding, nucleus, nucleotide-excision repair, regulation of transcription by RNA polymerase II, cellular response to DNA damage stimulus, response to oxidative stress, negative regulation of cell population proliferation, determination of adult lifespan, response to heat, response to salt stress, response to ionizing radiation, histone-lysine N-methyltransferase activity, mitotic G1 DNA damage checkpoint, histone methyltransferase complex, interstrand cross-link repair, transcription regulatory region DNA binding, MLL1/2 complex, negative regulation of cell cycle, negative regulation of JNK cascade, positive regulation of JNK cascade, imaginal disc fusion, thorax closure, proboscis development, histone H3-K4 methylation"
"FBgn0031886"	"FBgn0031886"	"GO:0000776, GO:0005515, GO:0007059, GO:0007080, GO:0031262"	"kinetochore, protein binding, chromosome segregation, mitotic metaphase plate congression, Ndc80 complex"
"FBgn0031887"	"FBgn0031887"	"GO:0008194, GO:0016758, GO:0043231"	"UDP-glycosyltransferase activity, transferase activity, transferring hexosyl groups, intracellular membrane-bounded organelle"
"FBgn0031888"	"FBgn0031888"	"GO:0002921, GO:0005172, GO:0005615, GO:0007435, GO:0008083, GO:0016020, GO:0030335, GO:0035099, GO:0035172, GO:0042056, GO:0045089, GO:0045793, GO:0048010, GO:0048542"	"negative regulation of humoral immune response, vascular endothelial growth factor receptor binding, extracellular space, salivary gland morphogenesis, growth factor activity, membrane, positive regulation of cell migration, hemocyte migration, hemocyte proliferation, chemoattractant activity, positive regulation of innate immune response, positive regulation of cell size, vascular endothelial growth factor receptor signaling pathway, lymph gland development"
"FBgn0031893"	"FBgn0031893"	"GO:0005509, GO:0007615, GO:0036444, GO:0051561, GO:0072375, GO:1990246"	"calcium ion binding, anesthesia-resistant memory, calcium import into the mitochondrion, positive regulation of mitochondrial calcium ion concentration, medium-term memory, uniplex complex"
"FBgn0031894"	"FBgn0031894"	"GO:0000977, GO:0005634, GO:0008270, GO:0043565"	"RNA polymerase II regulatory region sequence-specific DNA binding, nucleus, zinc ion binding, sequence-specific DNA binding"
"FBgn0031896"	"FBgn0031896"	"GO:0005575, GO:0008150, GO:0061631"	"cellular_component, biological_process, ubiquitin conjugating enzyme activity"
"FBgn0031897"	"FBgn0031897"	"GO:0005768, GO:0005802, GO:0042147, GO:0045332"	"endosome, trans-Golgi network, retrograde transport, endosome to Golgi, phospholipid translocation"
"FBgn0031900"	"FBgn0031900"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0031902"	"FBgn0031902"	"GO:0005102, GO:0005109, GO:0005576, GO:0005615, GO:0016055, GO:0030182, GO:0044719, GO:0045165, GO:0060070"	"signaling receptor binding, frizzled binding, extracellular region, extracellular space, Wnt signaling pathway, neuron differentiation, regulation of imaginal disc-derived wing size, cell fate commitment, canonical Wnt signaling pathway"
"FBgn0031903"	"FBgn0031903"	"GO:0005102, GO:0005109, GO:0005576, GO:0005615, GO:0016055, GO:0030182, GO:0045165"	"signaling receptor binding, frizzled binding, extracellular region, extracellular space, Wnt signaling pathway, neuron differentiation, cell fate commitment"
"FBgn0031905"	"FBgn0031905"	"GO:0003674, GO:0007291"	"molecular_function, sperm individualization"
"FBgn0031906"	"FBgn0031906"	"GO:0003924, GO:0005525, GO:0005575, GO:0007165, GO:0016020"	"GTPase activity, GTP binding, cellular_component, signal transduction, membrane"
"FBgn0031907"	"FBgn0031907"	"GO:0004805, GO:0005992"	"trehalose-phosphatase activity, trehalose biosynthetic process"
"FBgn0031908"	"FBgn0031908"	"GO:0004805, GO:0005576, GO:0005992"	"trehalose-phosphatase activity, extracellular region, trehalose biosynthetic process"
"FBgn0031909"	"FBgn0031909"	"GO:0000724, GO:0000784, GO:0003677, GO:0003697, GO:0005634, GO:0005737, GO:0006281, GO:0007093, GO:0010212, GO:0070876"	"double-strand break repair via homologous recombination, nuclear chromosome, telomeric region, DNA binding, single-stranded DNA binding, nucleus, cytoplasm, DNA repair, mitotic cell cycle checkpoint, response to ionizing radiation, SOSS complex"
"FBgn0031910"	"FBgn0031910"	"GO:0030246"	"carbohydrate binding"
"FBgn0031913"	"FBgn0031913"	"GO:0005737, GO:1902936"	"cytoplasm, phosphatidylinositol bisphosphate binding"
"FBgn0031914"	"FBgn0031914"	"GO:0005575, GO:1902936"	"cellular_component, phosphatidylinositol bisphosphate binding"
"FBgn0031918"	"FBgn0031918"	"GO:0030246"	"carbohydrate binding"
"FBgn0031925"	"FBgn0031925"	"GO:0004497, GO:0005506, GO:0005737, GO:0007618, GO:0016705, GO:0020037, GO:0055114"	"monooxygenase activity, iron ion binding, cytoplasm, mating, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, heme binding, oxidation-reduction process"
"FBgn0031929"	"FBgn0031929"	"GO:0004181, GO:0005615, GO:0006508, GO:0008270"	"metallocarboxypeptidase activity, extracellular space, proteolysis, zinc ion binding"
"FBgn0031930"	"FBgn0031930"	"GO:0004181, GO:0005615, GO:0006508, GO:0008270"	"metallocarboxypeptidase activity, extracellular space, proteolysis, zinc ion binding"
"FBgn0031935"	"FBgn0031935"	"GO:0005326, GO:0005328, GO:0005886, GO:0006810, GO:0006836, GO:0016021"	"neurotransmitter transmembrane transporter activity, neurotransmitter:sodium symporter activity, plasma membrane, transport, neurotransmitter transport, integral component of membrane"
"FBgn0031936"	"FBgn0031936"	"GO:0005326, GO:0005328, GO:0005886, GO:0006810, GO:0006836, GO:0016021"	"neurotransmitter transmembrane transporter activity, neurotransmitter:sodium symporter activity, plasma membrane, transport, neurotransmitter transport, integral component of membrane"
"FBgn0031937"	"FBgn0031937"	"GO:0005326, GO:0005328, GO:0005886, GO:0006810, GO:0006836, GO:0016021"	"neurotransmitter transmembrane transporter activity, neurotransmitter:sodium symporter activity, plasma membrane, transport, neurotransmitter transport, integral component of membrane"
"FBgn0031939"	"FBgn0031939"	"GO:0005326, GO:0005328, GO:0005886, GO:0006810, GO:0006836, GO:0016021"	"neurotransmitter transmembrane transporter activity, neurotransmitter:sodium symporter activity, plasma membrane, transport, neurotransmitter transport, integral component of membrane"
"FBgn0031941"	"FBgn0031941"	"GO:0000276, GO:0015986, GO:0046034, GO:0046933"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), ATP synthesis coupled proton transport, ATP metabolic process, proton-transporting ATP synthase activity, rotational mechanism"
"FBgn0031948"	"FBgn0031948"	"GO:0004307, GO:0005789, GO:0005794, GO:0006646, GO:0016780"	"ethanolaminephosphotransferase activity, endoplasmic reticulum membrane, Golgi apparatus, phosphatidylethanolamine biosynthetic process, phosphotransferase activity, for other substituted phosphate groups"
"FBgn0031950"	"FBgn0031950"	"GO:0030968"	"endoplasmic reticulum unfolded protein response"
"FBgn0031951"	"FBgn0031951"	"GO:0003725, GO:0005634, GO:0005737, GO:0016442, GO:0030422, GO:0030713, GO:0035087, GO:0051607, GO:0070578, GO:0070868, GO:0070918, GO:0070920"	"double-stranded RNA binding, nucleus, cytoplasm, RISC complex, production of siRNA involved in RNA interference, ovarian follicle cell stalk formation, siRNA loading onto RISC involved in RNA interference, defense response to virus, RISC-loading complex, heterochromatin organization involved in chromatin silencing, production of small RNA involved in gene silencing by RNA, regulation of production of small RNA involved in gene silencing by RNA"
"FBgn0031952"	"FBgn0031952"	"GO:0000226, GO:0000278, GO:0000922, GO:0004722, GO:0004725, GO:0005634, GO:0005730, GO:0005737, GO:0005813, GO:0007096, GO:0008138, GO:0032467, GO:0035335, GO:0060271, GO:0071850, GO:0072686, GO:1902636"	"microtubule cytoskeleton organization, mitotic cell cycle, spindle pole, protein serine/threonine phosphatase activity, protein tyrosine phosphatase activity, nucleus, nucleolus, cytoplasm, centrosome, regulation of exit from mitosis, protein tyrosine/serine/threonine phosphatase activity, positive regulation of cytokinesis, peptidyl-tyrosine dephosphorylation, cilium assembly, mitotic cell cycle arrest, mitotic spindle, kinociliary basal body"
"FBgn0031954"	"FBgn0031954"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0031955"	"FBgn0031955"	"GO:0003777, GO:0005524, GO:0005871, GO:0005874, GO:0007018, GO:0008017, GO:0008574, GO:0016887"	"microtubule motor activity, ATP binding, kinesin complex, microtubule, microtubule-based movement, microtubule binding, ATP-dependent microtubule motor activity, plus-end-directed, ATPase activity"
"FBgn0031957"	"FBgn0031957"	"GO:0005214, GO:0031012, GO:0040003"	"structural constituent of chitin-based cuticle, extracellular matrix, chitin-based cuticle development"
"FBgn0031959"	"FBgn0031959"	"GO:0005121, GO:0005576, GO:0007399, GO:0008083, GO:0008592, GO:0021556, GO:0045087"	"Toll binding, extracellular region, nervous system development, growth factor activity, regulation of Toll signaling pathway, central nervous system formation, innate immune response"
"FBgn0031961"	"FBgn0031961"	"GO:0000387, GO:0071013"	"spliceosomal snRNP assembly, catalytic step 2 spliceosome"
"FBgn0031969"	"FBgn0031969"	"GO:0016020"	"membrane"
"FBgn0031970"	"FBgn0031970"	"GO:0016020"	"membrane"
"FBgn0031971"	"FBgn0031971"	"GO:0003407, GO:0005739, GO:0005749, GO:0008177, GO:0034553, GO:0034614, GO:0045333"	"neural retina development, mitochondrion, mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone), succinate dehydrogenase (ubiquinone) activity, mitochondrial respiratory chain complex II assembly, cellular response to reactive oxygen species, cellular respiration"
"FBgn0031972"	"FBgn0031972"	"GO:0005737, GO:0010212, GO:0050829, GO:2000377"	"cytoplasm, response to ionizing radiation, defense response to Gram-negative bacterium, regulation of reactive oxygen species metabolic process"
"FBgn0031973"	"FBgn0031973"	"GO:0004867, GO:0005615, GO:0009611, GO:0010951, GO:0035009, GO:0045861"	"serine-type endopeptidase inhibitor activity, extracellular space, response to wounding, negative regulation of endopeptidase activity, negative regulation of melanization defense response, negative regulation of proteolysis"
"FBgn0031974"	"FBgn0031974"	"GO:0016573, GO:0016747"	"histone acetylation, transferase activity, transferring acyl groups other than amino-acyl groups"
"FBgn0031975"	"FBgn0031975"	"GO:0003810, GO:0018149, GO:0042381, GO:0045087"	"protein-glutamine gamma-glutamyltransferase activity, peptide cross-linking, hemolymph coagulation, innate immune response"
"FBgn0031976"	"FBgn0031976"	"GO:0005615, GO:0016042, GO:0016298, GO:0052689"	"extracellular space, lipid catabolic process, lipase activity, carboxylic ester hydrolase activity"
"FBgn0031977"	"FBgn0031977"	"GO:0003677, GO:0005635, GO:0005654, GO:0005737, GO:0007059, GO:0030261, GO:0030717"	"DNA binding, nuclear envelope, nucleoplasm, cytoplasm, chromosome segregation, chromosome condensation, oocyte karyosome formation"
"FBgn0031979"	"FBgn0031979"	"GO:0006887, GO:0030041, GO:0045785, GO:0071203"	"exocytosis, actin filament polymerization, positive regulation of cell adhesion, WASH complex"
"FBgn0031980"	"FBgn0031980"	"GO:0002181, GO:0003735, GO:0006412, GO:0022625"	"cytoplasmic translation, structural constituent of ribosome, translation, cytosolic large ribosomal subunit"
"FBgn0031981"	"FBgn0031981"	"GO:0005509, GO:0005604, GO:0008045, GO:0009887, GO:0009888, GO:0016358"	"calcium ion binding, basement membrane, motor neuron axon guidance, animal organ morphogenesis, tissue development, dendrite development"
"FBgn0031985"	"FBgn0031985"	"GO:0005519, GO:0005768, GO:0005794, GO:0007318, GO:0015031, GO:0031532"	"cytoskeletal regulatory protein binding, endosome, Golgi apparatus, pole plasm protein localization, protein transport, actin cytoskeleton reorganization"
"FBgn0031986"	"FBgn0031986"	"GO:0005783, GO:0005794, GO:0006486, GO:0006487, GO:0006493, GO:0008375, GO:0008376, GO:0008499, GO:0009312, GO:0016020, GO:0016758"	"endoplasmic reticulum, Golgi apparatus, protein glycosylation, protein N-linked glycosylation, protein O-linked glycosylation, acetylglucosaminyltransferase activity, acetylgalactosaminyltransferase activity, UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity, oligosaccharide biosynthetic process, membrane, transferase activity, transferring hexosyl groups"
"FBgn0031987"	"FBgn0031987"	"GO:0003727, GO:0004521, GO:0005759"	"single-stranded RNA binding, endoribonuclease activity, mitochondrial matrix"
"FBgn0031988"	"FBgn0031988"	"GO:0005783, GO:0005794, GO:0006486, GO:0006487, GO:0006493, GO:0008039, GO:0008375, GO:0008376, GO:0008499, GO:0009312, GO:0016020, GO:0016758"	"endoplasmic reticulum, Golgi apparatus, protein glycosylation, protein N-linked glycosylation, protein O-linked glycosylation, synaptic target recognition, acetylglucosaminyltransferase activity, acetylgalactosaminyltransferase activity, UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity, oligosaccharide biosynthetic process, membrane, transferase activity, transferring hexosyl groups"
"FBgn0031990"	"FBgn0031990"	"GO:0004620, GO:0005654, GO:0005737, GO:0006888, GO:0007283, GO:0016063, GO:0030134, GO:0046872"	"phospholipase activity, nucleoplasm, cytoplasm, endoplasmic reticulum to Golgi vesicle-mediated transport, spermatogenesis, rhodopsin biosynthetic process, COPII-coated ER to Golgi transport vesicle, metal ion binding"
"FBgn0031992"	"FBgn0031992"	"GO:0000062"	"fatty-acyl-CoA binding"
"FBgn0031995"	"FBgn0031995"	"GO:0004689, GO:0005516, GO:0005964, GO:0005977, GO:0006468"	"phosphorylase kinase activity, calmodulin binding, phosphorylase kinase complex, glycogen metabolic process, protein phosphorylation"
"FBgn0031996"	"FBgn0031996"	"GO:0005576, GO:0005615, GO:0005975, GO:0008061, GO:0012505, GO:0070492"	"extracellular region, extracellular space, carbohydrate metabolic process, chitin binding, endomembrane system, oligosaccharide binding"
"FBgn0031997"	"FBgn0031997"	"GO:0005793, GO:0006506, GO:0006888, GO:0008081"	"endoplasmic reticulum-Golgi intermediate compartment, GPI anchor biosynthetic process, endoplasmic reticulum to Golgi vesicle-mediated transport, phosphoric diester hydrolase activity"
"FBgn0031998"	"FBgn0031998"	"GO:0008343, GO:0016020, GO:0022857, GO:0051780, GO:0055085"	"adult feeding behavior, membrane, transmembrane transporter activity, behavioral response to nutrient, transmembrane transport"
"FBgn0031999"	"FBgn0031999"	"GO:0004842, GO:0005575, GO:0008270, GO:0051865"	"ubiquitin-protein transferase activity, cellular_component, zinc ion binding, protein autoubiquitination"
"FBgn0032001"	"FBgn0032001"	"GO:0004126, GO:0005829, GO:0008270, GO:0009972"	"cytidine deaminase activity, cytosol, zinc ion binding, cytidine deamination"
"FBgn0032002"	"FBgn0032002"	"GO:0004126, GO:0005829, GO:0008270, GO:0009972"	"cytidine deaminase activity, cytosol, zinc ion binding, cytidine deamination"
"FBgn0032003"	"FBgn0032003"	"GO:0004126, GO:0005829, GO:0008270, GO:0009972"	"cytidine deaminase activity, cytosol, zinc ion binding, cytidine deamination"
"FBgn0032005"	"FBgn0032005"	"GO:0005768, GO:0030905, GO:0032266, GO:0042147, GO:0061357, GO:0090389"	"endosome, retromer, tubulation complex, phosphatidylinositol-3-phosphate binding, retrograde transport, endosome to Golgi, positive regulation of Wnt protein secretion, phagosome-lysosome fusion involved in apoptotic cell clearance"
"FBgn0032006"	"FBgn0032006"	"GO:0002347, GO:0002921, GO:0004714, GO:0005515, GO:0005524, GO:0005887, GO:0007169, GO:0007275, GO:0007298, GO:0007391, GO:0007419, GO:0007435, GO:0007443, GO:0030031, GO:0030097, GO:0030335, GO:0033674, GO:0035099, GO:0035167, GO:0035313, GO:0036335, GO:0038085, GO:0043066, GO:0043235, GO:0045087, GO:0045793, GO:0046330, GO:0046529, GO:0048010, GO:0048542, GO:0048803, GO:0051897, GO:0061327, GO:0070374, GO:1903688, GO:1904263"	"response to tumor cell, negative regulation of humoral immune response, transmembrane receptor protein tyrosine kinase activity, protein binding, ATP binding, integral component of plasma membrane, transmembrane receptor protein tyrosine kinase signaling pathway, multicellular organism development, border follicle cell migration, dorsal closure, ventral cord development, salivary gland morphogenesis, Malpighian tubule morphogenesis, cell projection assembly, hemopoiesis, positive regulation of cell migration, positive regulation of kinase activity, hemocyte migration, larval lymph gland hemopoiesis, wound healing, spreading of epidermal cells, intestinal stem cell homeostasis, vascular endothelial growth factor binding, negative regulation of apoptotic process, receptor complex, innate immune response, positive regulation of cell size, positive regulation of JNK cascade, imaginal disc fusion, thorax closure, vascular endothelial growth factor receptor signaling pathway, lymph gland development, imaginal disc-derived male genitalia morphogenesis, positive regulation of protein kinase B signaling, anterior Malpighian tubule development, positive regulation of ERK1 and ERK2 cascade, positive regulation of border follicle cell migration, positive regulation of TORC1 signaling"
"FBgn0032010"	"FBgn0032010"	"GO:0007605"	"sensory perception of sound"
"FBgn0032013"	"FBgn0032013"	"GO:0005509, GO:0008307, GO:0016012"	"calcium ion binding, structural constituent of muscle, sarcoglycan complex"
"FBgn0032014"	"FBgn0032014"	"GO:0003865, GO:0005783, GO:0006488, GO:0016095, GO:0019348, GO:0019408"	"3-oxo-5-alpha-steroid 4-dehydrogenase activity, endoplasmic reticulum, dolichol-linked oligosaccharide biosynthetic process, polyprenol catabolic process, dolichol metabolic process, dolichol biosynthetic process"
"FBgn0032015"	"FBgn0032015"	"GO:0005737, GO:0008250, GO:0012505, GO:0016477, GO:0018279, GO:0035010, GO:1903830"	"cytoplasm, oligosaccharyltransferase complex, endomembrane system, cell migration, protein N-linked glycosylation via asparagine, encapsulation of foreign target, magnesium ion transmembrane transport"
"FBgn0032016"	"FBgn0032016"	"GO:0000381, GO:0001510, GO:0001734, GO:0005634, GO:0005737, GO:0030237, GO:0036396, GO:0080009"	"regulation of alternative mRNA splicing, via spliceosome, RNA methylation, mRNA (N6-adenosine)-methyltransferase activity, nucleus, cytoplasm, female sex determination, RNA N6-methyladenosine methyltransferase complex, mRNA methylation"
"FBgn0032018"	"FBgn0032018"	"GO:0005524, GO:0016020, GO:0016021, GO:0016887, GO:0042626, GO:0055085"	"ATP binding, membrane, integral component of membrane, ATPase activity, ATPase-coupled transmembrane transporter activity, transmembrane transport"
"FBgn0032020"	"FBgn0032020"	"GO:0005085, GO:0005829, GO:0006892, GO:0007264, GO:0008270, GO:0016020, GO:0017112, GO:0043547, GO:0045180, GO:0061865"	"guanyl-nucleotide exchange factor activity, cytosol, post-Golgi vesicle-mediated transport, small GTPase mediated signal transduction, zinc ion binding, membrane, Rab guanyl-nucleotide exchange factor activity, positive regulation of GTPase activity, basal cortex, polarized secretion of basement membrane proteins in epithelium"
"FBgn0032026"	"FBgn0032026"	"GO:0005524, GO:0005886, GO:0016020, GO:0016021, GO:0016887, GO:0042060, GO:0042626, GO:0055085"	"ATP binding, plasma membrane, membrane, integral component of membrane, ATPase activity, wound healing, ATPase-coupled transmembrane transporter activity, transmembrane transport"
"FBgn0032029"	"FBgn0032029"	"GO:0005615, GO:0005829, GO:0016042, GO:0016298, GO:0052689"	"extracellular space, cytosol, lipid catabolic process, lipase activity, carboxylic ester hydrolase activity"
"FBgn0032030"	"FBgn0032030"	"GO:0003682, GO:0005847, GO:0035097, GO:0042800, GO:0048188, GO:0051568, GO:0080182"	"chromatin binding, mRNA cleavage and polyadenylation specificity factor complex, histone methyltransferase complex, histone methyltransferase activity (H3-K4 specific), Set1C/COMPASS complex, histone H3-K4 methylation, histone H3-K4 trimethylation"
"FBgn0032031"	"FBgn0032031"	"GO:0000287, GO:0003924, GO:0005525"	"magnesium ion binding, GTPase activity, GTP binding"
"FBgn0032032"	"FBgn0032032"	"GO:0004427, GO:0005634, GO:0005737, GO:0006796, GO:0016311, GO:0016791"	"inorganic diphosphatase activity, nucleus, cytoplasm, phosphate-containing compound metabolic process, dephosphorylation, phosphatase activity"
"FBgn0032033"	"FBgn0032033"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032034"	"FBgn0032034"	"GO:0005814, GO:0007099"	"centriole, centriole replication"
"FBgn0032036"	"FBgn0032036"	"GO:0003333, GO:0005774, GO:0015171"	"amino acid transmembrane transport, vacuolar membrane, amino acid transmembrane transporter activity"
"FBgn0032039"	"FBgn0032039"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032047"	"FBgn0032047"	"GO:0000086, GO:0004842, GO:0005634, GO:0005829, GO:0019005, GO:0031146, GO:0051726, GO:0061630"	"G2/M transition of mitotic cell cycle, ubiquitin-protein transferase activity, nucleus, cytosol, SCF ubiquitin ligase complex, SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, regulation of cell cycle, ubiquitin protein ligase activity"
"FBgn0032048"	"FBgn0032048"	"GO:0001664, GO:0005184, GO:0005615, GO:0005737, GO:0007186, GO:0007189, GO:0007218, GO:0007589, GO:0008613, GO:0009266, GO:0010841"	"G protein-coupled receptor binding, neuropeptide hormone activity, extracellular space, cytoplasm, G protein-coupled receptor signaling pathway, adenylate cyclase-activating G protein-coupled receptor signaling pathway, neuropeptide signaling pathway, body fluid secretion, diuretic hormone activity, response to temperature stimulus, positive regulation of circadian sleep/wake cycle, wakefulness"
"FBgn0032049"	"FBgn0032049"	"GO:0004190, GO:0005764, GO:0006508, GO:0008219, GO:0016540, GO:0030163, GO:1902944"	"aspartic-type endopeptidase activity, lysosome, proteolysis, cell death, protein autoprocessing, protein catabolic process, aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process"
"FBgn0032050"	"FBgn0032050"	"GO:0000470, GO:0003723, GO:0030686"	"maturation of LSU-rRNA, RNA binding, 90S preribosome"
"FBgn0032051"	"FBgn0032051"	"GO:0005732, GO:0006364, GO:0032040, GO:0034457"	"small nucleolar ribonucleoprotein complex, rRNA processing, small-subunit processome, Mpp10 complex"
"FBgn0032052"	"FBgn0032052"	"GO:0003923, GO:0006506, GO:0016255, GO:0034394, GO:0042765"	"GPI-anchor transamidase activity, GPI anchor biosynthetic process, attachment of GPI anchor to protein, protein localization to cell surface, GPI-anchor transamidase complex"
"FBgn0032053"	"FBgn0032053"	"GO:0003735, GO:0005761, GO:0005762, GO:0006412, GO:0032543"	"structural constituent of ribosome, mitochondrial ribosome, mitochondrial large ribosomal subunit, translation, mitochondrial translation"
"FBgn0032054"	"FBgn0032054"	"GO:0002143, GO:0004792, GO:0005737, GO:0005829, GO:0006777, GO:0016779, GO:0019008, GO:0032324, GO:0032446, GO:0032447, GO:0034227, GO:0042292"	"tRNA wobble position uridine thiolation, thiosulfate sulfurtransferase activity, cytoplasm, cytosol, Mo-molybdopterin cofactor biosynthetic process, nucleotidyltransferase activity, molybdopterin synthase complex, molybdopterin cofactor biosynthetic process, protein modification by small protein conjugation, protein urmylation, tRNA thio-modification, URM1 activating enzyme activity"
"FBgn0032055"	"FBgn0032055"	"GO:0005777, GO:0035336, GO:0043231, GO:0080019"	"peroxisome, long-chain fatty-acyl-CoA metabolic process, intracellular membrane-bounded organelle, fatty-acyl-CoA reductase (alcohol-forming) activity"
"FBgn0032059"	"FBgn0032059"	"GO:0004114, GO:0005515, GO:0005634, GO:0005737, GO:0016319, GO:0050953"	"3',5'-cyclic-nucleotide phosphodiesterase activity, protein binding, nucleus, cytoplasm, mushroom body development, sensory perception of light stimulus"
"FBgn0032061"	"FBgn0032061"	"GO:0004096, GO:0005737, GO:0005739, GO:0005777, GO:0006979, GO:0020037, GO:0042542, GO:0042744, GO:0055114"	"catalase activity, cytoplasm, mitochondrion, peroxisome, response to oxidative stress, heme binding, response to hydrogen peroxide, hydrogen peroxide catabolic process, oxidation-reduction process"
"FBgn0032065"	"FBgn0032065"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032066"	"FBgn0032066"	"GO:0004559, GO:0005774, GO:0006013, GO:0006517, GO:0030246"	"alpha-mannosidase activity, vacuolar membrane, mannose metabolic process, protein deglycosylation, carbohydrate binding"
"FBgn0032067"	"FBgn0032067"	"GO:0004559, GO:0005774, GO:0006013, GO:0006517, GO:0030246"	"alpha-mannosidase activity, vacuolar membrane, mannose metabolic process, protein deglycosylation, carbohydrate binding"
"FBgn0032068"	"FBgn0032068"	"GO:0004559, GO:0005774, GO:0006013, GO:0006517, GO:0030246"	"alpha-mannosidase activity, vacuolar membrane, mannose metabolic process, protein deglycosylation, carbohydrate binding"
"FBgn0032069"	"FBgn0032069"	"GO:0004559, GO:0005774, GO:0006013, GO:0006517, GO:0030246"	"alpha-mannosidase activity, vacuolar membrane, mannose metabolic process, protein deglycosylation, carbohydrate binding"
"FBgn0032072"	"FBgn0032072"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032074"	"FBgn0032074"	"GO:0003674, GO:0005887, GO:0016021"	"molecular_function, integral component of plasma membrane, integral component of membrane"
